id;name;city;country;iata;icao;tz
3656;Albany International Airport;Albany;United States;ALB;KALB;America/New_York
3657;Valdez Pioneer Field;Valdez;United States;VDZ;PAVD;America/Anchorage
3658;Langley Air Force Base;Hampton;United States;LFI;KLFI;America/New_York
3659;John Wayne Airport-Orange County Airport;Santa Ana;United States;SNA;KSNA;America/Los_Angeles
3660;Columbus Air Force Base;Colombus;United States;CBM;KCBM;America/Chicago
3661;Kendall-Tamiami Executive Airport;Kendall-tamiami;United States;TMB;KTMB;America/New_York
3662;Oceana Naval Air Station;Oceana;United States;NTU;KNTU;America/New_York
3663;Grissom Air Reserve Base;Peru;United States;GUS;KGUS;America/New_York
3664;Casper-Natrona County International Airport;Casper;United States;CPR;KCPR;America/Denver
3665;Destin-Ft Walton Beach Airport;Valparaiso;United States;VPS;KVPS;America/Chicago
3666;Craig Field;Selma;United States;SEM;KSEM;America/Chicago
3667;Key West International Airport;Key West;United States;EYW;KEYW;America/New_York
3668;Charlotte Douglas International Airport;Charlotte;United States;CLT;KCLT;America/New_York
3669;McCarran International Airport;Las Vegas;United States;LAS;KLAS;America/Los_Angeles
3670;Orlando International Airport;Orlando;United States;MCO;KMCO;America/New_York
3671;Florence Regional Airport;Florence;United States;FLO;KFLO;America/New_York
3672;Great Falls International Airport;Great Falls;United States;GTF;KGTF;America/Denver
3673;Youngstown Warren Regional Airport;Youngstown;United States;YNG;KYNG;America/New_York
3674;Ladd AAF Airfield;Fort Wainwright;United States;FBK;PAFB;America/Anchorage
3675;Mc Minnville Municipal Airport;Mackminnville;United States;NULL;KMMV;America/Los_Angeles
3676;Robins Air Force Base;Macon;United States;WRB;KWRB;America/New_York
3677;Suvarnabhumi Airport;Bangkok;Thailand;BKK;VTBS;Asia/Bangkok
3678;Naha Airport;Naha;Indonesia;NAH;WAMH;Asia/Makassar
3679;Andi Jemma Airport;Masamba;Indonesia;MXB;WAWM;Asia/Makassar
3680;Soroako Airport;Soroako;Indonesia;SQR;WAWS;Asia/Makassar
3681;Pongtiku Airport;Makale;Indonesia;TTR;WAWT;Asia/Makassar
3682;Wolter Monginsidi Airport;Kendari;Indonesia;KDI;WAWW;Asia/Makassar
3683;Maimun Saleh Airport;Sabang;Indonesia;SBG;WITB;Asia/Jakarta
3684;Cibeureum Airport;Tasikmalaya;Indonesia;TSY;WICM;Asia/Jakarta
3685;Iswahyudi Airport;Madiun;Indonesia;NULL;WARI;Asia/Jakarta
3686;Abdul Rachman Saleh Airport;Malang;Indonesia;MLG;WARA;Asia/Jakarta
3687;Budiarto Airport;Tangerang;Indonesia;NULL;WICB;Asia/Jakarta
3688;Husein Sastranegara International Airport;Bandung;Indonesia;BDO;WICC;Asia/Jakarta
3689;Penggung Airport;Cirebon;Indonesia;CBN;WICD;Asia/Jakarta
3690;Adi Sutjipto International Airport;Yogyakarta;Indonesia;JOG;WARJ;Asia/Jakarta
3691;Tunggul Wulung Airport;Cilacap;Indonesia;CXP;WIHL;Asia/Jakarta
3692;Pondok Cabe Air Base;Jakarta;Indonesia;PCB;WIHP;Asia/Jakarta
3693;Achmad Yani Airport;Semarang;Indonesia;SRG;WARS;Asia/Jakarta
3694;Hang Nadim International Airport;Batam;Indonesia;BTH;WIDD;Asia/Jakarta
3695;Buluh Tumbang (H A S Hanandjoeddin) Airport;Tanjung Pandan;Indonesia;TJQ;WIOD;Asia/Jakarta
3696;Pangkal Pinang (Depati Amir) Airport;Pangkal Pinang;Indonesia;PGK;WIPK;Asia/Jakarta
3697;Raja Haji Fisabilillah International Airport;Tanjung Pinang;Indonesia;TNJ;WIDN;Asia/Jakarta
3698;Dabo Airport;Singkep;Indonesia;SIQ;WIDS;Asia/Jakarta
3699;Syamsudin Noor Airport;Banjarmasin;Indonesia;BDJ;WAOO;Asia/Makassar
3700;Batu Licin Airport;Batu Licin;Indonesia;BTW;WAOC;Asia/Makassar
3701;Iskandar Airport;Pangkalan Bun;Indonesia;PKN;WAOI;Asia/Jakarta
3702;Tjilik Riwut Airport;Palangkaraya;Indonesia;PKY;WAOP;Asia/Jakarta
3703;Maumere(Wai Oti) Airport;Maumere;Indonesia;MOF;WATC;Asia/Makassar
3704;Ende (H Hasan Aroeboesman) Airport;Ende;Indonesia;ENE;WATE;Asia/Makassar
3705;Frans Sales Lega Airport;Ruteng;Indonesia;RTG;WATG;Asia/Makassar
3706;El Tari Airport;Kupang;Indonesia;KOE;WATT;Asia/Makassar
3707;Komodo Airport;Labuhan Bajo;Indonesia;LBJ;WATO;Asia/Makassar
3708;Sultan Aji Muhamad Sulaiman Airport;Balikpapan;Indonesia;BPN;WALL;Asia/Makassar
3709;Juwata Airport;Taraken;Indonesia;TRK;WALR;Asia/Makassar
3710;Temindung Airport;Samarinda;Indonesia;SRI;WALS;Asia/Makassar
3711;Tanjung Santan Airport;Tanjung Santan;Indonesia;TSX;WALT;Asia/Makassar
3712;Selaparang Airport;Mataram;Indonesia;AMI;WADA;Asia/Makassar
3713;Muhammad Salahuddin Airport;Bima;Indonesia;BMU;WADB;Asia/Makassar
3714;Umbu Mehang Kunda Airport;Waingapu;Indonesia;WGP;WADW;Asia/Makassar
3715;Juanda International Airport;Surabaya;Indonesia;SUB;WARR;Asia/Jakarta
3716;Adi Sumarmo Wiryokusumo Airport;Solo City;Indonesia;SOC;WARQ;Asia/Jakarta
3717;Incheon International Airport;Seoul;South Korea;ICN;RKSI;Asia/Seoul
3718;Chiang Mai International Airport;Chiang Mai;Thailand;CNX;VTCC;Asia/Bangkok
3719;Chiang Rai International Airport;Chiang Rai;Thailand;CEI;VTCT;Asia/Bangkok
3720;Nakhon Si Thammarat Airport;Nakhon Si Thammarat;Thailand;NST;VTSF;Asia/Bangkok
3721;Nakhon Ratchasima Airport;Nakhon Ratchasima;Thailand;NAK;VTUQ;Asia/Bangkok
3722;Nakhon Phanom Airport;Nakhon Phanom;Thailand;KOP;VTUW;Asia/Bangkok
3723;Ubon Ratchathani Airport;Ubon Ratchathani;Thailand;UBP;VTUU;Asia/Bangkok
3724;Khon Kaen Airport;Khon Kaen;Thailand;KKC;VTUK;Asia/Bangkok
3725;Sukhothai Airport;Sukhothai;Thailand;THS;VTPO;Asia/Bangkok
3726;Ngurah Rai (Bali) International Airport;Denpasar;Indonesia;DPS;WADD;Asia/Makassar
3727;Eleftherios Venizelos International Airport;Athens;Greece;ATH;LGAV;Europe/Athens
3728;Chubu Centrair International Airport;Nagoya;Japan;NGO;RJGG;Asia/Tokyo
3729;Kobe Airport;Kobe;Japan;UKB;RJBE;Asia/Tokyo
3730;Pullman Moscow Regional Airport;Pullman;United States;PUW;KPUW;America/Los_Angeles
3731;Lewiston Nez Perce County Airport;Lewiston;United States;LWS;KLWS;America/Los_Angeles
3732;Elmira Corning Regional Airport;Elmira;United States;ELM;KELM;America/New_York
3733;Ithaca Tompkins Regional Airport;Ithaca;United States;ITH;KITH;America/New_York
3734;Monterey Peninsula Airport;Monterey;United States;MRY;KMRY;America/Los_Angeles
3735;Santa Barbara Municipal Airport;Santa Barbara;United States;SBA;KSBA;America/Los_Angeles
3736;Daytona Beach International Airport;Daytona Beach;United States;DAB;KDAB;America/New_York
3737;Liepāja International Airport;Liepaja;Latvia;LPX;EVLA;Europe/Riga
3738;Riga International Airport;Riga;Latvia;RIX;EVRA;Europe/Riga
3739;Šiauliai International Airport;Siauliai;Lithuania;SQQ;EYSA;Europe/Vilnius
3740;Barysiai Airport;Barysiai;Lithuania;HLJ;EYSB;Europe/Vilnius
3741;Kaunas International Airport;Kaunas;Lithuania;KUN;EYKA;Europe/Vilnius
3742;S. Darius and S. Girėnas Airfield;Kaunas;Lithuania;NULL;EYKS;Europe/Vilnius
3743;Palanga International Airport;Palanga;Lithuania;PLQ;EYPA;Europe/Vilnius
3744;Vilnius International Airport;Vilnius;Lithuania;VNO;EYVI;Europe/Vilnius
3745;Panevėžys Air Base;Panevezys;Lithuania;PNV;EYPP;Europe/Vilnius
3746;Erebuni Airport;Yerevan;Armenia;NULL;UDYE;Asia/Yerevan
3747;Stepanavan Airport;Stepanavan;Armenia;NULL;UDLS;Asia/Yerevan
3748;Zvartnots International Airport;Yerevan;Armenia;EVN;UDYZ;Asia/Yerevan
3749;Gyumri Shirak Airport;Gyumri;Armenia;LWN;UDSG;Asia/Yerevan
3750;Assab International Airport;Assab;Eritrea;ASA;HHSB;Africa/Asmera
3751;Asmara International Airport;Asmara;Eritrea;ASM;HHAS;Africa/Asmera
3752;Massawa International Airport;Massawa;Eritrea;MSW;HHMS;Africa/Asmera
3753;Yasser Arafat International Airport;Gaza;Palestine;GZA;LVGZ;Asia/Gaza
3754;Batumi International Airport;Batumi;Georgia;BUS;UGSB;Asia/Tbilisi
3755;Kopitnari Airport;Kutaisi;Georgia;KUT;UGKO;Asia/Tbilisi
3756;Tbilisi International Airport;Tbilisi;Georgia;TBS;UGTB;Asia/Tbilisi
3757;Mukalla International Airport;Mukalla;Yemen;RIY;OYRN;Asia/Aden
3758;Ta'izz International Airport;Taiz;Yemen;TAI;OYTZ;Asia/Aden
3759;Hodeidah International Airport;Hodeidah;Yemen;HOD;OYHD;Asia/Aden
3760;Aden International Airport;Aden;Yemen;ADE;OYAA;Asia/Aden
3761;Ataq Airport;Ataq;Yemen;AXK;OYAT;Asia/Aden
3762;Al Ghaidah International Airport;Al Ghaidah Intl;Yemen;AAY;OYGD;Asia/Aden
3763;Sana'a International Airport;Sanaa;Yemen;SAH;OYSN;Asia/Aden
3764;Beihan Airport;Beihan;Yemen;BHN;OYBN;Asia/Aden
3765;Socotra International Airport;Socotra;Yemen;SCT;OYSQ;Asia/Aden
3766;Al Badie Airport;Al Badie;Yemen;NULL;OYBA;Asia/Aden
3767;Memmingen Allgau Airport;Memmingen;Germany;FMM;EDJA;Europe/Berlin
3768;Nevşehir Kapadokya Airport;Nevsehir;Turkey;NAV;LTAZ;Europe/Istanbul
3769;Ministro Pistarini International Airport;Buenos Aires;Argentina;EZE;SAEZ;America/Buenos_Aires
3770;Erbil International Airport;Erbil;Iraq;EBL;ORER;Asia/Baghdad
3771;Emerald Airport;Emerald;Australia;EMD;YEML;Australia/Brisbane
3772;Athen Helenikon Airport;Athens;Greece;HEW;LGAT;Europe/Athens
3773;Kansai International Airport;Osaka;Japan;KIX;RJBB;Asia/Tokyo
3774;Downtown-Manhattan/Wall St Heliport;New York;United States;JRB;KJRB;America/New_York
3775;Tagbilaran Airport;Tagbilaran;Philippines;TAG;RPVT;Asia/Manila
3776;Ilulissat Airport;Ilulissat;Greenland;JAV;BGJN;America/Godthab
3777;Qasigiannguit Heliport;Qasigiannguit;Greenland;JCH;BGCH;America/Godthab
3778;Aasiaat Airport;Aasiaat;Greenland;JEG;BGAA;America/Godthab
3779;Palma De Mallorca Airport;Palma de Mallorca;Spain;PMI;LEPA;Europe/Madrid
3780;Darwin International Airport;Darwin;Australia;DRW;YPDN;Australia/Darwin
3781;Surat Thani Airport;Surat Thani;Thailand;URT;VTSB;Asia/Bangkok
3782;Talkeetna Airport;Talkeetna;United States;TKA;PATK;America/Anchorage
3783;Xewkija Heliport;Gozo;Malta;GZM;LMMG;Europe/Malta
3784;Tweed New Haven Airport;New Haven;United States;HVN;KHVN;America/New_York
3785;Asheville Regional Airport;Asheville;United States;AVL;KAVL;America/New_York
3786;Piedmont Triad International Airport;Greensboro;United States;GSO;KGSO;America/New_York
3787;Joe Foss Field Airport;Sioux Falls;United States;FSD;KFSD;America/Chicago
3788;Ayers Rock Connellan Airport;Uluru;Australia;AYQ;YAYE;Australia/Darwin
3789;Manchester-Boston Regional Airport;Manchester NH;United States;MHT;KMHT;America/New_York
3790;Naples Municipal Airport;Naples;United States;APF;KAPF;America/New_York
3791;LTS Pulau Redang Airport;Redang;Malaysia;RDN;WMPR;Asia/Kuala_Lumpur
3792;Louisville International Standiford Field;Louisville;United States;SDF;KSDF;America/New_York
3793;Charlottesville Albemarle Airport;Charlottesville VA;United States;CHO;KCHO;America/New_York
3794;Roanoke–Blacksburg Regional Airport;Roanoke VA;United States;ROA;KROA;America/New_York
3795;Blue Grass Airport;Lexington KY;United States;LEX;KLEX;America/New_York
3796;Evansville Regional Airport;Evansville;United States;EVV;KEVV;America/Chicago
3797;Albuquerque International Sunport;Albuquerque;United States;ABQ;KABQ;America/Denver
3798;Gallatin Field;Bozeman;United States;BZN;KBZN;America/Denver
3799;Billings Logan International Airport;Billings;United States;BIL;KBIL;America/Denver
3800;Bert Mooney Airport;Butte;United States;BTM;KBTM;America/Denver
3801;Cherry Capital Airport;Traverse City;United States;TVC;KTVC;America/New_York
3802;Mundo Maya International Airport;Flores;Guatemala;FRS;MGTK;America/Guatemala
3803;Hancock County-Bar Harbor Airport;Bar Harbor;United States;BHB;KBHB;America/New_York
3804;Knox County Regional Airport;Rockland;United States;RKD;KRKD;America/New_York
3805;Jackson Hole Airport;Jacksn Hole;United States;JAC;KJAC;America/Denver
3806;Chicago Rockford International Airport;Rockford;United States;RFD;KRFD;America/Chicago
3807;Domodedovo International Airport;Moscow;Russia;DME;UUDD;Europe/Moscow
3808;Sanya Phoenix International Airport;Sanya;China;SYX;ZJSY;Asia/Shanghai
3809;Milford Sound Airport;Milford Sound;New Zealand;MFN;NZMF;Pacific/Auckland
3810;Lijiang Airport;Lijiang;China;LJG;ZPLJ;Asia/Shanghai
3811;Greenville Spartanburg International Airport;Greenville;United States;GSP;KGSP;America/New_York
3812;Central Illinois Regional Airport at Bloomington-Normal;Bloomington;United States;BMI;KBMI;America/Chicago
3813;Gulfport Biloxi International Airport;Gulfport;United States;GPT;KGPT;America/Chicago
3814;Kalamazoo Battle Creek International Airport;Kalamazoo;United States;AZO;KAZO;America/New_York
3815;Toledo Express Airport;Toledo;United States;TOL;KTOL;America/New_York
3816;Fort Wayne International Airport;Fort Wayne;United States;FWA;KFWA;America/New_York
3817;Decatur Airport;Decatur;United States;DEC;KDEC;America/Chicago
3818;The Eastern Iowa Airport;Cedar Rapids;United States;CID;KCID;America/Chicago
3819;La Crosse Municipal Airport;La Crosse;United States;LSE;KLSE;America/Chicago
3820;Central Wisconsin Airport;Wassau;United States;CWA;KCWA;America/Chicago
3821;General Wayne A. Downing Peoria International Airport;Peoria;United States;PIA;KPIA;America/Chicago
3822;Appleton International Airport;Appleton;United States;ATW;KATW;America/Chicago
3823;Rochester International Airport;Rochester;United States;RST;KRST;America/Chicago
3824;University of Illinois Willard Airport;Champaign;United States;CMI;KCMI;America/Chicago
3825;Manhattan Regional Airport;Manhattan;United States;MHK;KMHK;America/Chicago
3826;Kingscote Airport;Kingscote;Australia;KGC;YKSC;Australia/Adelaide
3827;Hervey Bay Airport;Hervey Bay;Australia;HVB;YHBA;Australia/Brisbane
3828;Dali Airport;Dali;China;DLU;ZPDL;Asia/Shanghai
3829;Mulu Airport;Mulu;Malaysia;MZV;WBMU;Asia/Kuala_Lumpur
3830;Sharm El Sheikh International Airport;Sharm El Sheikh;Egypt;SSH;HESH;Africa/Cairo
3831;Venango Regional Airport;Franklin;United States;FKL;KFKL;America/New_York
3832;Jomo Kenyatta International Airport;Nairobi;Kenya;NBO;HKJK;Africa/Nairobi
3833;Seronera Airport;Seronera;Tanzania;SEU;HTSN;Africa/Dar_es_Salaam
3834;El Calafate Airport;El Calafate;Argentina;FTE;SAWC;America/Argentina/Rio_Gallegos
3835;Armidale Airport;Armidale;Australia;ARM;YARM;Australia/Sydney
3836;Grand Junction Regional Airport;Grand Junction;United States;GJT;KGJT;America/Denver
3837;St George Municipal Airport;Saint George;United States;SGU;KSGU;America/Denver
3838;David Wayne Hooks Memorial Airport;Houston;United States;DWH;KDWH;America/Chicago
3839;Port O'Connor Private Heliport;Port O\'Connor;United States;NULL;XS46;America/Chicago
3840;Sarasota Bradenton International Airport;Sarasota;United States;SRQ;KSRQ;America/New_York
3841;L.F. Wade International International Airport;Bermuda;Bermuda;BDA;TXKF;Atlantic/Bermuda
3842;Van Nuys Airport;Van Nuys;United States;VNY;KVNY;America/Los_Angeles
3843;Quad City International Airport;Moline;United States;MLI;KMLI;America/Chicago
3844;Panama City-Bay Co International Airport;Panama City;United States;PFN;KPFN;America/Chicago
3845;Honiara International Airport;Honiara;Solomon Islands;HIR;AGGH;Pacific/Guadalcanal
3846;Faa'a International Airport;Papeete;French Polynesia;PPT;NTAA;Pacific/Tahiti
3847;Nauru International Airport;Nauru;Nauru;INU;ANYN;Pacific/Nauru
3848;Funafuti International Airport;Funafuti;Tuvalu;FUN;NGFU;Pacific/Funafuti
3849;Tolmachevo Airport;Novosibirsk;Russia;OVB;UNNT;Asia/Krasnoyarsk
3850;Samsø Airport;Samsoe;Denmark;NULL;EKSS;Europe/Copenhagen
3851;Xieng Khouang Airport;Phon Savan;Laos;XKH;VLXK;Asia/Vientiane
3852;Bismarck Municipal Airport;Bismarck;United States;BIS;KBIS;America/Chicago
3853;Telluride Regional Airport;Telluride;United States;TEX;KTEX;America/Denver
3854;Yinchuan Airport;Yinchuan;China;NULL;ZLIC;Asia/Shanghai
3855;Mae Hong Son Airport;Mae Hong Son;Thailand;HGN;VTCH;Asia/Bangkok
3856;Rapid City Regional Airport;Rapid City;United States;RAP;KRAP;America/Denver
3857;Mc Clellan-Palomar Airport;Carlsbad;United States;CLD;KCRQ;America/Los_Angeles
3858;Bishop International Airport;Flint;United States;FNT;KFNT;America/New_York
3859;Francisco Bangoy International Airport;Davao;Philippines;DVO;RPMD;Asia/Manila
3860;Madeira Airport;Funchal;Portugal;FNC;LPMA;Europe/Lisbon
3861;Maestro Wilson Fonseca Airport;Santarem;Brazil;STM;SBSN;America/Belem
